instance,start,neighbourhood,pivot,cost,time_in_seconds,deviation_percentage
N-tiw56n58_150,CW,Transpose,First-improvement,979280,0.000000,+15.2426
N-tiw56n58_150,CW,Transpose,Best-improvement,980160,0.000000,+15.1665
N-tiw56n58_150,CW,Exchange,First-improvement,1118860,2.047000,+3.1619
N-tiw56n58_150,CW,Exchange,Best-improvement,1119262,0.500000,+3.1271
N-tiw56n58_150,CW,Insert,First-improvement,1132041,1.609000,+2.0210
N-tiw56n58_150,CW,Insert,Best-improvement,1125880,0.438000,+2.5543
N-tiw56n58_250,Random,Transpose,First-improvement,1999304,0.000000,+31.2164
N-tiw56n58_250,Random,Transpose,Best-improvement,2003441,0.000000,+31.0740
N-tiw56n58_250,Random,Exchange,First-improvement,2844339,29.062000,+2.1440
N-tiw56n58_250,Random,Exchange,Best-improvement,2788200,3.390000,+4.0754
N-tiw56n58_250,Random,Insert,First-improvement,2835630,20.938000,+2.4436
N-tiw56n58_250,Random,Insert,Best-improvement,2832070,4.032000,+2.5661
N-tiw56n58_250,CW,Transpose,First-improvement,2488193,0.000000,+14.3967
N-tiw56n58_250,CW,Transpose,Best-improvement,2487510,0.000000,+14.4202
N-tiw56n58_250,CW,Exchange,First-improvement,2827092,18.360000,+2.7373
N-tiw56n58_250,CW,Exchange,Best-improvement,2815047,3.532000,+3.1517
N-tiw56n58_250,CW,Insert,First-improvement,2870285,17.000000,+1.2513
N-tiw56n58_250,CW,Insert,Best-improvement,2856928,3.610000,+1.7109
N-tiw56n62_150,Random,Transpose,First-improvement,1057721,0.000000,+34.9863
N-tiw56n62_150,Random,Transpose,Best-improvement,1052978,0.000000,+35.2779
N-tiw56n62_150,Random,Exchange,First-improvement,1582163,3.000000,+2.7511
N-tiw56n62_150,Random,Exchange,Best-improvement,1571950,0.594000,+3.3788
N-tiw56n62_150,Random,Insert,First-improvement,1589455,2.578000,+2.3029
N-tiw56n62_150,Random,Insert,Best-improvement,1589283,0.562000,+2.3134
N-tiw56n62_150,CW,Transpose,First-improvement,1369155,0.000000,+15.8438
N-tiw56n62_150,CW,Transpose,Best-improvement,1371854,0.000000,+15.6779
N-tiw56n62_150,CW,Exchange,First-improvement,1593168,2.719000,+2.0747
N-tiw56n62_150,CW,Exchange,Best-improvement,1568484,0.422000,+3.5919
N-tiw56n62_150,CW,Insert,First-improvement,1604094,1.813000,+1.4031
N-tiw56n62_150,CW,Insert,Best-improvement,1603502,0.484000,+1.4395
N-tiw56n62_250,Random,Transpose,First-improvement,2782763,0.000000,+32.8280
N-tiw56n62_250,Random,Transpose,Best-improvement,2791042,0.000000,+32.6282
N-tiw56n62_250,Random,Exchange,First-improvement,4042712,26.891000,+2.4147
N-tiw56n62_250,Random,Exchange,Best-improvement,4004644,5.781000,+3.3336
N-tiw56n62_250,Random,Insert,First-improvement,4072095,24.844000,+1.7054
N-tiw56n62_250,Random,Insert,Best-improvement,4059584,5.094000,+2.0074
N-tiw56n62_250,CW,Transpose,First-improvement,3565045,0.000000,+13.9449
N-tiw56n62_250,CW,Transpose,Best-improvement,3570083,0.000000,+13.8233
N-tiw56n62_250,CW,Exchange,First-improvement,4055394,24.172000,+2.1085
N-tiw56n62_250,CW,Exchange,Best-improvement,4042962,4.297000,+2.4086
N-tiw56n62_250,CW,Insert,First-improvement,4092797,17.547000,+1.2057
N-tiw56n62_250,CW,Insert,Best-improvement,4083462,4.156000,+1.4310
N-tiw56n66_150,Random,Transpose,First-improvement,1325388,0.000000,+37.1144
N-tiw56n66_150,Random,Transpose,Best-improvement,1340279,0.000000,+36.4079
N-tiw56n66_150,Random,Exchange,First-improvement,2029367,3.062000,+3.7128
N-tiw56n66_150,Random,Exchange,Best-improvement,2030649,0.563000,+3.6520
N-tiw56n66_150,Random,Insert,First-improvement,2062717,2.125000,+2.1305
N-tiw56n66_150,Random,Insert,Best-improvement,2058584,0.547000,+2.3266
N-tiw56n66_150,CW,Transpose,First-improvement,1782837,0.000000,+15.4099
N-tiw56n66_150,CW,Transpose,Best-improvement,1777257,0.000000,+15.6747
N-tiw56n66_150,CW,Exchange,First-improvement,2042582,2.453000,+3.0858
N-tiw56n66_150,CW,Exchange,Best-improvement,2041643,0.453000,+3.1304
N-tiw56n66_150,CW,Insert,First-improvement,2078897,1.813000,+1.3628
N-tiw56n66_150,CW,Insert,Best-improvement,2074443,0.485000,+1.5741
N-tiw56n66_250,Random,Transpose,First-improvement,3659951,0.000000,+31.8496
N-tiw56n66_250,Random,Transpose,Best-improvement,3678745,0.000000,+31.4997
N-tiw56n66_250,Random,Exchange,First-improvement,5213404,30.531000,+2.9234
N-tiw56n66_250,Random,Exchange,Best-improvement,5192693,4.266000,+3.3091
N-tiw56n66_250,Random,Insert,First-improvement,5283428,23.250000,+1.6195
N-tiw56n66_250,Random,Insert,Best-improvement,5248847,4.500000,+2.2635
N-tiw56n66_250,CW,Transpose,First-improvement,4628643,0.000000,+13.8120
N-tiw56n66_250,CW,Transpose,Best-improvement,4642863,0.000000,+13.5472
N-tiw56n66_250,CW,Exchange,First-improvement,5279452,23.657000,+1.6936
N-tiw56n66_250,CW,Exchange,Best-improvement,5235719,3.843000,+2.5079
N-tiw56n66_250,CW,Insert,First-improvement,5274985,14.657000,+1.7768
N-tiw56n66_250,CW,Insert,Best-improvement,5288374,3.875000,+1.5274
N-tiw56n67_150,Random,Transpose,First-improvement,1597567,0.000000,+32.6752
N-tiw56n67_150,Random,Transpose,Best-improvement,1604879,0.000000,+32.3671
N-tiw56n67_150,Random,Exchange,First-improvement,2311390,2.484000,+2.5933
N-tiw56n67_150,Random,Exchange,Best-improvement,2288613,0.563000,+3.5531
N-tiw56n67_150,Random,Insert,First-improvement,2330322,2.187000,+1.7954
N-tiw56n67_150,Random,Insert,Best-improvement,2322902,0.594000,+2.1081
N-tiw56n67_150,CW,Transpose,First-improvement,1991321,0.000000,+16.0816
N-tiw56n67_150,CW,Transpose,Best-improvement,1987042,0.000000,+16.2619
N-tiw56n67_150,CW,Exchange,First-improvement,2318677,2.516000,+2.2862
N-tiw56n67_150,CW,Exchange,Best-improvement,2317812,0.531000,+2.3226
N-tiw56n67_150,CW,Insert,First-improvement,2332444,2.031000,+1.7060
N-tiw56n67_150,CW,Insert,Best-improvement,2338069,0.453000,+1.4689
N-tiw56n67_250,Random,Transpose,First-improvement,4243100,0.000000,+32.9139
N-tiw56n67_250,Random,Transpose,Best-improvement,4242752,0.000000,+32.9194
N-tiw56n67_250,Random,Exchange,First-improvement,6158030,34.485000,+2.6377
N-tiw56n67_250,Random,Exchange,Best-improvement,6130215,4.656000,+3.0774
N-tiw56n67_250,Random,Insert,First-improvement,6215871,22.812000,+1.7232
N-tiw56n67_250,Random,Insert,Best-improvement,6131092,3.875000,+3.0636
N-tiw56n67_250,CW,Transpose,First-improvement,5430971,0.000000,+14.1329
N-tiw56n67_250,CW,Transpose,Best-improvement,5438444,0.000000,+14.0148
N-tiw56n67_250,CW,Exchange,First-improvement,6195784,29.625000,+2.0407
N-tiw56n67_250,CW,Exchange,Best-improvement,6142906,3.703000,+2.8768
N-tiw56n67_250,CW,Insert,First-improvement,6244397,17.468000,+1.2721
N-tiw56n67_250,CW,Insert,Best-improvement,6223661,3.516000,+1.6000
N-tiw56n72_150,Random,Transpose,First-improvement,2511906,0.000000,+39.2659
N-tiw56n72_150,Random,Transpose,Best-improvement,2503278,0.000000,+39.4745
N-tiw56n72_150,Random,Exchange,First-improvement,4016039,3.031000,+2.8982
N-tiw56n72_150,Random,Exchange,Best-improvement,3982943,0.547000,+3.6984
N-tiw56n72_150,Random,Insert,First-improvement,4023623,2.297000,+2.7149
N-tiw56n72_150,Random,Insert,Best-improvement,4057011,0.672000,+1.9076
N-tiw56n72_150,CW,Transpose,First-improvement,3453839,0.000000,+16.4914
N-tiw56n72_150,CW,Transpose,Best-improvement,3460597,0.000000,+16.3280
N-tiw56n72_150,CW,Exchange,First-improvement,4026813,2.094000,+2.6377
N-tiw56n72_150,CW,Exchange,Best-improvement,4028444,0.531000,+2.5983
N-tiw56n72_150,CW,Insert,First-improvement,4052402,2.156000,+2.0190
N-tiw56n72_150,CW,Insert,Best-improvement,4052562,0.563000,+2.0152
N-tiw56n72_250,Random,Transpose,First-improvement,7458982,0.000000,+33.1015
N-tiw56n72_250,Random,Transpose,Best-improvement,7461125,0.000000,+33.0823
N-tiw56n72_250,Random,Exchange,First-improvement,10899326,30.875000,+2.2456
N-tiw56n72_250,Random,Exchange,Best-improvement,10805211,4.000000,+3.0897
N-tiw56n72_250,Random,Insert,First-improvement,10936447,21.766000,+1.9127
N-tiw56n72_250,Random,Insert,Best-improvement,10883000,4.641000,+2.3920
N-tiw56n72_250,CW,Transpose,First-improvement,9570252,0.000000,+14.1659
N-tiw56n72_250,CW,Transpose,Best-improvement,9578597,0.000000,+14.0910
N-tiw56n72_250,CW,Exchange,First-improvement,10882875,26.062000,+2.3932
N-tiw56n72_250,CW,Exchange,Best-improvement,10860134,4.985000,+2.5971
N-tiw56n72_250,CW,Insert,First-improvement,10966282,19.860000,+1.6451
N-tiw56n72_250,CW,Insert,Best-improvement,10942999,3.844000,+1.8539
N-tiw56r54_150,Random,Transpose,First-improvement,624466,0.000000,+34.8287
N-tiw56r54_150,Random,Transpose,Best-improvement,632879,0.000000,+33.9507
N-tiw56r54_150,Random,Exchange,First-improvement,930682,3.109000,+2.8710
N-tiw56r54_150,Random,Exchange,Best-improvement,916284,0.579000,+4.3737
N-tiw56r54_150,Random,Insert,First-improvement,937027,2.750000,+2.2088
N-tiw56r54_150,Random,Insert,Best-improvement,938112,0.718000,+2.0956
N-tiw56r54_150,CW,Transpose,First-improvement,819435,0.000000,+14.4811
N-tiw56r54_150,CW,Transpose,Best-improvement,824019,0.000000,+14.0027
N-tiw56r54_150,CW,Exchange,First-improvement,932446,2.203000,+2.6869
N-tiw56r54_150,CW,Exchange,Best-improvement,932609,0.579000,+2.6699
N-tiw56r54_150,CW,Insert,First-improvement,944153,1.969000,+1.4652
N-tiw56r54_150,CW,Insert,Best-improvement,940414,0.500000,+1.8554
N-tiw56r54_250,Random,Transpose,First-improvement,1645440,0.000000,+31.0767
N-tiw56r54_250,Random,Transpose,Best-improvement,1646792,0.000000,+31.0201
N-tiw56r54_250,Random,Exchange,First-improvement,2327153,31.438000,+2.5215
N-tiw56r54_250,Random,Exchange,Best-improvement,2305115,4.734000,+3.4446
N-tiw56r54_250,Random,Insert,First-improvement,2331852,24.906000,+2.3246
N-tiw56r54_250,Random,Insert,Best-improvement,2348064,4.531000,+1.6455
N-tiw56r54_250,CW,Transpose,First-improvement,2061294,0.000000,+13.6576
N-tiw56r54_250,CW,Transpose,Best-improvement,2060973,0.000000,+13.6711
N-tiw56r54_250,CW,Exchange,First-improvement,2323516,20.828000,+2.6738
N-tiw56r54_250,CW,Exchange,Best-improvement,2312707,3.531000,+3.1266
N-tiw56r54_250,CW,Insert,First-improvement,2350043,14.625000,+1.5627
N-tiw56r54_250,CW,Insert,Best-improvement,2348727,3.610000,+1.6178
N-tiw56r58_150,Random,Transpose,First-improvement,806469,0.000000,+33.8578
N-tiw56r58_150,Random,Transpose,Best-improvement,803090,0.000000,+34.1349
N-tiw56r58_150,Random,Exchange,First-improvement,1181271,3.000000,+3.1185
N-tiw56r58_150,Random,Exchange,Best-improvement,1171784,0.531000,+3.8966
N-tiw56r58_150,Random,Insert,First-improvement,1195992,2.218000,+1.9112
N-tiw56r58_150,Random,Insert,Best-improvement,1185238,0.532000,+2.7932
N-tiw56r58_150,CW,Transpose,First-improvement,1030572,0.000000,+15.4780
N-tiw56r58_150,CW,Transpose,Best-improvement,1030978,0.000000,+15.4447
N-tiw56r58_150,CW,Exchange,First-improvement,1186304,2.203000,+2.7057
N-tiw56r58_150,CW,Exchange,Best-improvement,1178174,0.469000,+3.3725
N-tiw56r58_150,CW,Insert,First-improvement,1199481,1.719000,+1.6250
N-tiw56r58_150,CW,Insert,Best-improvement,1194310,0.468000,+2.0491
N-tiw56r58_250,Random,Transpose,First-improvement,2181605,0.000000,+28.7132
N-tiw56r58_250,Random,Transpose,Best-improvement,2184686,0.000000,+28.6126
N-tiw56r58_250,Random,Exchange,First-improvement,2973581,26.594000,+2.8344
N-tiw56r58_250,Random,Exchange,Best-improvement,2956496,4.109000,+3.3927
N-tiw56r58_250,Random,Insert,First-improvement,2999686,21.953000,+1.9814
N-tiw56r58_250,Random,Insert,Best-improvement,2981062,3.828000,+2.5900
N-tiw56r58_250,CW,Transpose,First-improvement,2633849,0.000000,+13.9356
N-tiw56r58_250,CW,Transpose,Best-improvement,2628785,0.000000,+14.1011
N-tiw56r58_250,CW,Exchange,First-improvement,2993196,22.047000,+2.1935
N-tiw56r58_250,CW,Exchange,Best-improvement,2977609,4.000000,+2.7028
N-tiw56r58_250,CW,Insert,First-improvement,3006374,16.156000,+1.7629
N-tiw56r58_250,CW,Insert,Best-improvement,3007014,4.453000,+1.7419
N-tiw56r66_150,Random,Transpose,First-improvement,1250215,0.000000,+35.5810
N-tiw56r66_150,Random,Transpose,Best-improvement,1251464,0.000000,+35.5166
N-tiw56r66_150,Random,Exchange,First-improvement,1866879,3.735000,+3.8066
N-tiw56r66_150,Random,Exchange,Best-improvement,1870800,0.672000,+3.6045
N-tiw56r66_150,Random,Insert,First-improvement,1895325,2.859000,+2.3408
N-tiw56r66_150,Random,Insert,Best-improvement,1886229,0.641000,+2.8095
N-tiw56r66_150,CW,Transpose,First-improvement,1631683,0.000000,+15.9253
N-tiw56r66_150,CW,Transpose,Best-improvement,1638503,0.000000,+15.5739
N-tiw56r66_150,CW,Exchange,First-improvement,1876636,2.391000,+3.3038
N-tiw56r66_150,CW,Exchange,Best-improvement,1879086,0.656000,+3.1776
N-tiw56r66_150,CW,Insert,First-improvement,1908478,2.110000,+1.6631
N-tiw56r66_150,CW,Insert,Best-improvement,1901715,0.546000,+2.0116
N-tiw56r66_250,Random,Transpose,First-improvement,3360563,0.000000,+32.0881
N-tiw56r66_250,Random,Transpose,Best-improvement,3371919,0.000000,+31.8586
N-tiw56r66_250,Random,Exchange,First-improvement,4802217,31.500000,+2.9544
N-tiw56r66_250,Random,Exchange,Best-improvement,4753431,4.421000,+3.9403
N-tiw56r66_250,Random,Insert,First-improvement,4841250,23.125000,+2.1656
N-tiw56r66_250,Random,Insert,Best-improvement,4826698,4.766000,+2.4597
N-tiw56r66_250,CW,Transpose,First-improvement,4245566,0.000000,+14.2035
N-tiw56r66_250,CW,Transpose,Best-improvement,4253792,0.000000,+14.0373
N-tiw56r66_250,CW,Exchange,First-improvement,4847107,21.562000,+2.0473
N-tiw56r66_250,CW,Exchange,Best-improvement,4833831,3.922000,+2.3155
N-tiw56r66_250,CW,Insert,First-improvement,4878650,15.813000,+1.4098
N-tiw56r66_250,CW,Insert,Best-improvement,4879345,3.328000,+1.3958
N-tiw56r67_150,Random,Transpose,First-improvement,1302211,0.000000,+36.6736
N-tiw56r67_150,Random,Transpose,Best-improvement,1311015,0.000000,+36.2454
N-tiw56r67_150,Random,Exchange,First-improvement,1988965,2.735000,+3.2768
N-tiw56r67_150,Random,Exchange,Best-improvement,1994607,0.547000,+3.0024
N-tiw56r67_150,Random,Insert,First-improvement,2032630,2.563000,+1.1534
N-tiw56r67_150,Random,Insert,Best-improvement,2021961,0.547000,+1.6722
N-tiw56r67_150,CW,Transpose,First-improvement,1743736,0.000000,+15.2022
N-tiw56r67_150,CW,Transpose,Best-improvement,1748906,0.000000,+14.9508
N-tiw56r67_150,CW,Exchange,First-improvement,2014616,2.422000,+2.0294
N-tiw56r67_150,CW,Exchange,Best-improvement,2000229,0.500000,+2.7290
N-tiw56r67_150,CW,Insert,First-improvement,2027553,1.578000,+1.4003
N-tiw56r67_150,CW,Insert,Best-improvement,2027046,0.500000,+1.4249
N-tiw56r67_250,Random,Transpose,First-improvement,3469771,0.000000,+34.4046
N-tiw56r67_250,Random,Transpose,Best-improvement,3469693,0.000000,+34.4061
N-tiw56r67_250,Random,Exchange,First-improvement,5163072,31.687000,+2.3931
N-tiw56r67_250,Random,Exchange,Best-improvement,5111533,4.172000,+3.3674
N-tiw56r67_250,Random,Insert,First-improvement,5156405,22.500000,+2.5191
N-tiw56r67_250,Random,Insert,Best-improvement,5194255,4.515000,+1.8036
N-tiw56r67_250,CW,Transpose,First-improvement,4544032,0.000000,+14.0959
N-tiw56r67_250,CW,Transpose,Best-improvement,4543096,0.000000,+14.1136
N-tiw56r67_250,CW,Exchange,First-improvement,5170982,23.578000,+2.2435
N-tiw56r67_250,CW,Exchange,Best-improvement,5175744,4.031000,+2.1535
N-tiw56r67_250,CW,Insert,First-improvement,5196768,16.141000,+1.7561
N-tiw56r67_250,CW,Insert,Best-improvement,5209942,3.562000,+1.5070
N-tiw56r72_150,Random,Transpose,First-improvement,1829418,0.000000,+35.2134
N-tiw56r72_150,Random,Transpose,Best-improvement,1804294,0.000000,+36.1031
N-tiw56r72_150,Random,Exchange,First-improvement,2732312,2.562000,+3.2385
N-tiw56r72_150,Random,Exchange,Best-improvement,2710114,0.469000,+4.0246
N-tiw56r72_150,Random,Insert,First-improvement,2746807,2.375000,+2.7251
N-tiw56r72_150,Random,Insert,Best-improvement,2725285,0.594000,+3.4873
N-tiw56r72_150,CW,Transpose,First-improvement,2323262,0.000000,+17.7245
N-tiw56r72_150,CW,Transpose,Best-improvement,2322019,0.000000,+17.7685
N-tiw56r72_150,CW,Exchange,First-improvement,2736105,2.390000,+3.1041
N-tiw56r72_150,CW,Exchange,Best-improvement,2734897,0.547000,+3.1469
N-tiw56r72_150,CW,Insert,First-improvement,2775597,1.797000,+1.7056
N-tiw56r72_150,CW,Insert,Best-improvement,2782951,0.531000,+1.4451
N-tiw56r72_250,Random,Transpose,First-improvement,5184394,0.000000,+30.4256
N-tiw56r72_250,Random,Transpose,Best-improvement,5195365,0.000000,+30.2783
N-tiw56r72_250,Random,Exchange,First-improvement,7249588,29.594000,+2.7107
N-tiw56r72_250,Random,Exchange,Best-improvement,7176154,4.359000,+3.6962
N-tiw56r72_250,Random,Insert,First-improvement,7331613,24.140000,+1.6099
N-tiw56r72_250,Random,Insert,Best-improvement,7247989,3.875000,+2.7322
N-tiw56r72_250,CW,Transpose,First-improvement,6441762,0.000000,+13.5517
N-tiw56r72_250,CW,Transpose,Best-improvement,6452199,0.000000,+13.4117
N-tiw56r72_250,CW,Exchange,First-improvement,7307313,23.484000,+1.9360
N-tiw56r72_250,CW,Exchange,Best-improvement,7243521,3.969000,+2.7921
N-tiw56r72_250,CW,Insert,First-improvement,7342737,18.422000,+1.4607
N-tiw56r72_250,CW,Insert,Best-improvement,7321457,4.015000,+1.7462
